#                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name            accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----  -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
COG0172              -            477 301-92_KLEHDADP_00168 -            568     1e-19   56.5   0.0   1   2   6.6e-18   6.6e-18   50.5   0.0   222   381    45   205    33   210 0.92 -
COG0172              -            477 301-92_KLEHDADP_00168 -            568     1e-19   56.5   0.0   2   2    0.0011    0.0011    3.5   0.0   407   461   412   464   403   488 0.73 -
COG0172              -            477 301-92_KLEHDADP_00169 -            154   6.1e-06   11.0   1.4   1   1   6.2e-06   6.2e-06   11.0   1.4    87   146     7    71     1   110 0.70 -
COG0172              -            477 301-92_KLEHDADP_00711 -            597   6.2e-18   50.6   0.5   1   2     0.093     0.093   -2.8   0.1   148   200    53   101    47   107 0.74 -
COG0172              -            477 301-92_KLEHDADP_00711 -            597   6.2e-18   50.6   0.5   2   2   1.1e-17   1.1e-17   49.7   0.0   187   367   189   368   157   401 0.87 -
COG0172              -            477 301-92_KLEHDADP_00867 -            574     0.059   -2.1  23.4   1   3     0.013     0.013    0.0   0.8    63   162    23   132    21   136 0.69 -
COG0172              -            477 301-92_KLEHDADP_00867 -            574     0.059   -2.1  23.4   2   3    0.0013    0.0013    3.4  13.7    54   157   136   235    84   313 0.71 -
COG0172              -            477 301-92_KLEHDADP_00867 -            574     0.059   -2.1  23.4   3   3     0.017     0.017   -0.3   0.2   121   174   417   480   362   519 0.64 -
COG0172              -            477 301-92_KLEHDADP_01364 -            417   0.00044    4.9  11.7   1   2   0.00014   0.00014    6.6   2.4    53   138    39   121     2   141 0.62 -
COG0172              -            477 301-92_KLEHDADP_01364 -            417   0.00044    4.9  11.7   2   2    0.0011    0.0011    3.6   2.0   106   160   300   354   298   364 0.84 -
COG0172              -            477 301-92_KLEHDADP_01390 -            236     0.011    0.3  26.2   1   2    0.0027    0.0027    2.3  15.7    95   186    23   108     4   126 0.68 -
COG0172              -            477 301-92_KLEHDADP_01390 -            236     0.011    0.3  26.2   2   2    0.0053    0.0053    1.3   6.9    30   137   120   224    98   236 0.58 -
COG0172              -            477 301-92_KLEHDADP_01836 -            597     2e-23   68.7   0.1   1   1   3.6e-23   3.6e-23   67.8   0.1   189   366   181   362   149   367 0.88 -
COG0172              -            477 301-92_KLEHDADP_02169 -            286   3.2e-05    8.6   7.0   1   1   4.7e-05   4.7e-05    8.1   7.0    57   150    87   183    17   208 0.47 -
COG0172              -            477 301-92_KLEHDADP_02867 -            493   4.2e-10   24.8   0.2   1   2   6.9e-10   6.9e-10   24.0   0.0   233   455    53   293    22   333 0.76 -
COG0172              -            477 301-92_KLEHDADP_02867 -            493   4.2e-10   24.8   0.2   2   2      0.13      0.13   -3.3   0.0   104   115   397   408   355   461 0.52 -
COG0172              -            477 301-92_KLEHDADP_03019 -            423  1.9e-179  583.2   0.0   1   1  2.3e-179  2.3e-179  582.9   0.0    52   473     1   421     1   422 0.98 -
COG0172              -            477 301-92_KLEHDADP_03083 -            476   1.5e-07   16.3   0.6   1   2   4.1e-07   4.1e-07   14.9   0.0   232   316    54   148    50   208 0.92 -
COG0172              -            477 301-92_KLEHDADP_03083 -            476   1.5e-07   16.3   0.6   2   2     0.027     0.027   -1.0   0.3    92   152   380   441   343   467 0.48 -
COG0172              -            477 301-92_KLEHDADP_03334 -            436   1.9e-05    9.4   2.1   1   2     1e-05     1e-05   10.3   0.1   225   321    20   122    15   125 0.82 -
COG0172              -            477 301-92_KLEHDADP_03334 -            436   1.9e-05    9.4   2.1   2   2      0.14      0.14   -3.3   0.2   409   409   390   390   334   428 0.48 -
COG0172              -            477 301-92_KLEHDADP_03438 -            759    0.0046    1.5  18.2   1   2     0.047     0.047   -1.8   0.7    84   145   248   271   125   354 0.55 -
COG0172              -            477 301-92_KLEHDADP_03438 -            759    0.0046    1.5  18.2   2   2   9.9e-05   9.9e-05    7.0  10.8    62   168   474   587   444   653 0.54 -
COG0172              -            477 301-92_KLEHDADP_03810 -            576   3.2e-09   21.9   0.1   1   2   7.2e-09   7.2e-09   20.7   0.0   189   377   173   359    49   371 0.85 -
COG0172              -            477 301-92_KLEHDADP_03810 -            576   3.2e-09   21.9   0.1   2   2     0.067     0.067   -2.3   0.0   130   182   496   553   487   568 0.53 -
COG0172              -            477 301-92_KLEHDADP_03826 -            472   3.8e-09   21.6   0.0   1   1   9.4e-09   9.4e-09   20.3   0.0   240   306    58   134    51   135 0.87 -
COG0172              -            477 301-92_KLEHDADP_04765 -            428  4.5e-149  483.0   0.0   1   1  5.5e-149  5.5e-149  482.7   0.0    52   472     1   423     1   427 0.98 -
COG0172              -            477 301-92_KLEHDADP_05169 -            513   6.6e-10   24.1   0.9   1   2      0.04      0.04   -1.6   1.0    99   149   108   157    78   196 0.51 -
COG0172              -            477 301-92_KLEHDADP_05169 -            513   6.6e-10   24.1   0.9   2   2   1.8e-09   1.8e-09   22.7   0.0   277   466   213   412   190   423 0.81 -
COG0172              -            477 301-92_KLEHDADP_05249 -            423  8.8e-192  623.8   0.0   1   1  9.8e-192  9.8e-192  623.7   0.0    52   472     1   421     1   423 0.98 -
COG0172              -            477 301-92_KLEHDADP_06544 -            763         1   -9.2  51.1   1   3    0.0078    0.0078    0.8   8.0    81   150   166   239    84   255 0.61 -
COG0172              -            477 301-92_KLEHDADP_06544 -            763         1   -9.2  51.1   2   3    0.0026    0.0026    2.3   9.1    66   154   232   321   230   324 0.76 -
COG0172              -            477 301-92_KLEHDADP_06544 -            763         1   -9.2  51.1   3   3      0.28      0.28   -4.4  22.5    53   151   330   452   322   554 0.73 -
COG0172              -            477 301-92_KLEHDADP_06681 -            424  1.1e-191  623.6   0.0   1   1  1.2e-191  1.2e-191  623.4   0.0    52   471     1   420     1   424 0.98 -
COG0172              -            477 301-92_KLEHDADP_07615 -            425  3.4e-149  483.4   0.0   1   1  4.2e-149  4.2e-149  483.1   0.0    52   473     1   421     1   424 0.97 -
COG0172              -            477 301-92_KLEHDADP_07748 -            648   8.4e-16   43.5   0.2   1   1   1.4e-15   1.4e-15   42.8   0.2   187   366   238   417   195   431 0.87 -
COG0172              -            477 301-92_KLEHDADP_08646 -            250   2.2e-07   15.7  24.7   1   2   3.2e-07   3.2e-07   15.3   7.7    63   158    22   118     3   125 0.64 -
COG0172              -            477 301-92_KLEHDADP_08646 -            250   2.2e-07   15.7  24.7   2   2   0.00036   0.00036    5.2  10.1    79   155   128   215   116   235 0.63 -
COG0172              -            477 301-92_KLEHDADP_09639 -            241     4e-05    8.3   8.3   1   1   5.2e-05   5.2e-05    8.0   8.3    61   153    96   168    33   213 0.52 -
COG0172              -            477 301-92_KLEHDADP_09976 -            605         1  -12.9  65.0   1   4     0.093     0.093   -2.8   9.2    78   138    18    75     8   134 0.55 -
COG0172              -            477 301-92_KLEHDADP_09976 -            605         1  -12.9  65.0   2   4         1         1  -14.4  34.5    32   181   122   281   101   350 0.56 -
COG0172              -            477 301-92_KLEHDADP_09976 -            605         1  -12.9  65.0   3   4    0.0013    0.0013    3.4   6.8    79   173   290   384   266   396 0.49 -
COG0172              -            477 301-92_KLEHDADP_09976 -            605         1  -12.9  65.0   4   4     0.027     0.027   -1.0  12.6    81   238   393   570   351   575 0.55 -
COG0172              -            477 301-92_KLEHDADP_09985 -            465   7.6e-06   10.7   0.0   1   1   1.1e-05   1.1e-05   10.2   0.0   271   406   155   300   147   373 0.76 -
COG0172              -            477 301-92_KLEHDADP_10357 -            276   8.7e-07   13.8   3.5   1   2     2e-05     2e-05    9.3   0.3    55   151    53   162    10   182 0.51 -
COG0172              -            477 301-92_KLEHDADP_10357 -            276   8.7e-07   13.8   3.5   2   2   0.00026   0.00026    5.7   0.2   116   162   212   256   183   269 0.61 -
COG0172              -            477 301-92_KLEHDADP_10627 -            582   5.9e-19   53.9   0.0   1   1   1.3e-18   1.3e-18   52.9   0.0   187   362   185   357   148   362 0.82 -
COG0172              -            477 301-92_KLEHDADP_11219 -            589   2.5e-20   58.5   0.2   1   1     4e-20     4e-20   57.8   0.2   187   366   185   362   154   404 0.84 -
COG0172              -            477 301-92_KLEHDADP_11709 -            581   6.6e-17   47.2   0.5   1   1     1e-16     1e-16   46.6   0.5   189   374   185   365   142   391 0.81 -
